"","tradetopicscore"
"2160",4296
"2161",2493
"2162",7328
"2163",11505
"2164",1004
"2165",1418
"2166",19
"2167",5053
"2168",5694
"2169",7327
"2170",1954
"2171",7257
"2172",7065
"2173",8885
"2174",7980
"2175",3018
"2176",5912
"2177",1334
"2178",9438
"2179",9242
"2180",6117
"2181",2811
"2182",6380
"2183",10492
"2184",2845
"2185",3258
"2186",1255
"2187",1399
"2188",1444
"2189",2881
"2190",4974
"2191",11340
"2192",4739
"2193",9690
"2194",11396
"2195",1720
"2196",5995
"2197",5244
"2198",10080
"2199",6812
"2200",9221
"2201",562
"2202",12273
"2203",262
"2204",6437
"2205",1402
"2206",9065
"2207",5205
"2208",9716
"2209",10366
"2210",11811
"2211",3305
"2212",10342
"2213",3727
"2214",10390
"2215",10434
"2216",5467
"2217",8422
"2218",8067
"2219",282
"2220",3404
"2221",8334
"2222",11827
"2223",11808
"2224",8385
"2225",2331
"2226",4708
"2227",7004
"2228",110
"2229",9085
"2230",2156
"2231",8480
"2232",9578
"2233",45
"2234",5282
"2235",4725
"2236",9920
"2237",1423
"2238",1013
"2239",7185
"2240",6905
"2241",12043
"2242",2747
"2243",9354
"2244",2578
"2245",7122
"2246",12330
"2247",7637
"2248",4996
"2249",10671
"2250",1098
"2251",10946
"2252",4744
"2253",8030
"2254",10312
"2255",954
"2256",450
"2257",5108
"2258",6388
"2259",5711
"2260",5323
"2261",11224
"2262",6480
"2263",8021
"2264",8279
"2265",3848
"2266",12296
"2267",1919
"2268",9192
"2269",6907
"2270",3612
"2271",4801
"2272",5932
"2273",10512
"2274",3126
"2275",5474
"2276",4838
"2277",8858
"2278",1908
"2279",10186
"2280",6870
"2281",1723
"2282",3923
"2283",10389
"2284",6883
"2285",3232
"2286",12140
"2287",12027
"2288",2165
"2289",8455
"2290",7422
"2291",11815
"2292",6852
"2293",3894
"2294",6606
"2295",4879
"2296",7317
"2297",11021
"2298",1772
"2299",4957
"2300",8225
"2301",2485
"2302",1657
"2303",10825
"2304",5016
"2305",1010
"2306",8643
"2307",7834
"2308",7438
"2309",1003
"2310",6418
"2311",8315
"2312",11153
"2313",1006
"2314",2279
"2315",73
"2316",9919
"2317",3440
"2318",8918
"2319",1659
"2320",4338
"2321",842
"2322",3967
"2323",1802
"2324",5587
"2325",11052
"2326",10494
"2327",6733
"2328",4374
"2329",930
"2330",5048
"2331",9640
"2332",2317
"2333",8145
"2334",8862
"2335",7324
"2336",6871
"2337",730
"2338",5689
"2339",6253
"2340",11162
"2341",2735
"2342",3322
"2343",2818
"2344",1781
"2345",8118
"2346",1209
"2347",10709
"2348",10142
"2349",10760
"2350",6998
"2351",11149
"2352",8614
"2353",7932
"2354",1301
"2355",1064
"2356",1400
"2357",11780
"2358",9600
"2359",9313
"2360",10622
"2361",2373
"2362",601
"2363",1435
"2364",10656
"2365",632
"2366",12144
"2367",1716
"2368",8826
"2369",224
"2370",10812
"2371",3771
"2372",1872
"2373",9224
"2374",1326
"2375",1819
"2376",10213
"2377",7364
"2378",8413
"2379",3999
"2380",2460
"2381",6534
"2382",10462
"2383",6406
"2384",10775
"2385",4796
"2386",12384
"2387",3221
"2388",786
"2389",11737
"2390",11426
"2391",12228
"2392",9972
"2393",5211
"2394",11103
"2395",1994
"2396",7759
"2397",928
"2398",3365
"2399",5304
"2400",10545
"2401",3301
"2402",10140
"2403",11328
"2404",4222
"2405",5918
"2406",5078
"2407",1612
"2408",7938
"2409",12609
"2410",10058
"2411",7988
"2412",1649
"2413",659
"2414",5558
"2415",11206
"2416",6464
"2417",1495
"2418",12394
"2419",7679
"2420",9005
"2421",3011
"2422",2792
"2423",3259
"2424",41
"2425",4392
"2426",4094
"2427",2180
"2428",2523
"2429",9269
"2430",1233
"2431",6277
"2432",2212
"2433",1145
"2434",10206
"2435",1539
"2436",10287
"2437",3386
"2438",8756
"2439",1457
"2440",6564
"2441",6245
"2442",3856
"2443",5154
"2444",2947
"2445",11977
"2446",8288
"2447",6222
"2448",5886
"2449",6698
"2450",10471
"2451",2662
"2452",11459
"2453",3905
"2454",10094
"2455",8351
"2456",4523
"2457",1582
"2458",9756
"2459",11095
"2460",11445
"2461",1972
"2462",9288
"2463",6022
"2464",4645
"2465",3330
"2466",2639
"2467",1279
"2468",6985
"2469",1900
"2470",1687
"2471",3904
"2472",3169
"2473",10014
"2474",540
"2475",2819
"2476",3855
"2477",7019
"2478",9626
"2479",6594
"2480",4214
"2481",8078
"2482",2855
"2483",10730
"2484",9116
"2485",2042
"2486",3205
"2487",10410
"2488",9643
"2489",7786
"2490",2324
"2491",2010
"2492",11529
"2493",7105
"2494",4277
"2495",6890
"2496",2933
"2497",2682
"2498",4106
"2499",3264
"2500",8619
"2501",9013
"2502",3514
"2503",5379
"2504",8407
"2505",3584
"2506",10532
"2507",5500
"2508",9373
"2509",4118
"2510",1281
"2511",497
"2512",3692
"2513",7592
"2514",5319
"2515",4672
"2516",610
"2517",6825
"2518",1968
"2519",4380
"2520",1198
"2521",8695
"2522",3435
"2523",11196
"2524",8046
"2525",11247
"2526",11823
"2527",8048
"2528",11220
"2529",3800
"2530",9736
"2531",3882
"2532",2753
"2533",10189
"2534",392
"2535",11856
"2536",3270
"2537",9256
"2538",6626
"2539",10600
"2540",9339
"2541",175
"2542",1540
"2543",1682
"2544",7045
"2545",8545
"2546",3667
"2547",10486
"2548",5228
"2549",6426
"2550",6826
"2551",1762
"2552",5369
"2553",6777
"2554",3273
"2555",10255
"2556",1959
"2557",5174
"2558",607
"2559",3066
"2560",9720
"2561",3046
"2562",2973
"2563",5637
"2564",3579
"2565",694
"2566",10444
"2567",8281
"2568",3381
"2569",814
"2570",1629
"2571",4474
"2572",9824
"2573",2251
"2574",5494
"2575",7928
"2576",693
"2577",4264
"2578",2009
"2579",643
"2580",7559
"2581",3741
"2582",4501
"2583",7724
"2584",3071
"2585",10128
"2586",6588
"2587",1816
"2588",1047
"2589",11998
"2590",10451
"2591",3131
"2592",2287
"2593",8269
"2594",2970
"2595",5739
"2596",2407
"2597",7991
"2598",7175
"2599",7816
"2600",5867
"2601",4862
"2602",7081
"2603",8175
"2604",8529
"2605",9006
"2606",10865
"2607",5503
"2608",2432
"2609",8212
"2610",9197
"2611",1485
"2612",5628
"2613",9316
"2614",9089
"2615",339
"2616",6941
"2617",6667
"2618",9891
"2619",10983
"2620",7091
"2621",11287
"2622",12229
"2623",11634
"2624",474
"2625",11171
"2626",6397
"2627",4877
"2628",3560
"2629",6079
"2630",244
"2631",3780
"2632",10608
"2633",4582
"2634",1445
"2635",7698
"2636",11006
"2637",7797
"2638",10739
"2639",10521
"2640",7205
"2641",3721
"2642",4466
"2643",12224
"2644",6895
"2645",9442
"2646",4901
"2647",7258
"2648",8333
"2649",10966
"2650",2861
"2651",3078
"2652",908
"2653",12588
"2654",7295
"2655",8015
"2656",8381
"2657",10256
"2658",3006
"2659",1800
"2660",172
"2661",11985
"2662",3373
"2663",7815
"2664",9144
"2665",286
"2666",8784
"2667",5865
"2668",3869
"2669",4688
"2670",3632
"2671",6181
"2672",1282
"2673",2261
"2674",11399
"2675",6900
"2676",9907
"2677",2544
"2678",12604
"2679",9138
"2680",9100
"2681",7238
"2682",6340
"2683",362
"2684",11849
"2685",8008
"2686",12341
"2687",7564
"2688",8971
"2689",5126
"2690",6281
"2691",271
"2692",9167
"2693",2948
"2694",10797
"2695",5686
"2696",2903
"2697",3715
"2698",11253
"2699",10209
"2700",10152
"2701",9400
"2702",1416
"2703",1101
"2704",8818
"2705",6364
"2706",4097
"2707",5915
"2708",7582
"2709",11776
"2710",999
"2711",8897
"2712",92
"2713",1938
"2714",700
"2715",11578
"2716",9667
"2717",4716
"2718",10882
"2719",3962
"2720",4944
"2721",4930
"2722",3873
"2723",1150
"2724",11695
"2725",10540
"2726",9867
"2727",11519
"2728",2847
"2729",2539
"2730",1284
"2731",4845
"2732",1907
"2733",3538
"2734",1261
"2735",7198
"2736",6092
"2737",4590
"2738",9746
"2739",6066
"2740",411
"2741",5383
"2742",10326
"2743",6518
"2744",2711
"2745",2482
"2746",5996
"2747",12529
"2748",10232
"2749",7772
"2750",6911
"2751",9323
"2752",1343
"2753",10634
"2754",9793
"2755",10611
"2756",7055
"2757",5364
"2758",11436
"2759",12410
"2760",5549
"2761",108
"2762",9139
"2763",2312
"2764",7549
"2765",10677
"2766",2509
"2767",9489
"2768",3964
"2769",4199
"2770",3712
"2771",583
"2772",4561
"2773",3900
"2774",4121
"2775",5274
"2776",9238
"2777",12271
"2778",10828
"2779",5136
"2780",541
"2781",3502
"2782",6521
"2783",12420
"2784",6677
"2785",10093
"2786",2276
"2787",4602
"2788",1149
"2789",4476
"2790",7408
"2791",7782
"2792",3861
"2793",10069
"2794",3987
"2795",3380
"2796",10051
"2797",3764
"2798",12467
"2799",7282
"2800",2921
"2801",7691
"2802",8684
"2803",1613
"2804",6187
"2805",4610
"2806",10570
"2807",10081
"2808",6198
"2809",6075
"2810",5421
"2811",735
"2812",4854
"2813",11704
"2814",11590
"2815",9207
"2816",11405
"2817",3331
"2818",9335
"2819",3101
"2820",3243
"2821",11558
"2822",8215
"2823",9499
"2824",12293
"2825",10790
"2826",7396
"2827",10582
"2828",5363
"2829",396
"2830",2425
"2831",6848
"2832",9631
"2833",4485
"2834",5829
"2835",9735
"2836",3495
"2837",10663
"2838",3093
"2839",8584
"2840",8125
"2841",2111
"2842",8868
"2843",6246
"2844",1556
"2845",4494
"2846",7907
"2847",518
"2848",9026
"2849",10201
"2850",2498
"2851",829
"2852",11766
"2853",9185
"2854",9147
"2855",10530
"2856",4819
"2857",5479
"2858",3636
"2859",5186
"2860",2264
"2861",6456
"2862",12258
"2863",5482
"2864",12641
"2865",9957
"2866",688
"2867",4598
"2868",2015
"2869",7190
"2870",5442
"2871",10263
"2872",3596
"2873",7809
"2874",9627
"2875",8565
"2876",6954
"2877",1275
"2878",3049
"2879",2538
"2880",12151
"2881",2292
"2882",3807
"2883",10487
"2884",2238
"2885",7202
"2886",3323
"2887",8780
"2888",2110
"2889",9788
"2890",5830
"2891",1229
"2892",3529
"2893",5075
"2894",11140
"2895",2990
"2896",7163
"2897",11444
"2898",8449
"2899",2964
"2900",9378
"2901",7029
"2902",6628
"2903",12614
"2904",9662
"2905",7401
"2906",6468
"2907",2608
"2908",11173
"2909",9744
"2910",8377
"2911",5348
"2912",9086
"2913",3159
"2914",2771
"2915",7261
"2916",11130
"2917",5920
"2918",4782
"2919",4089
"2920",7636
"2921",9741
"2922",1889
"2923",7832
"2924",6240
"2925",11165
"2926",10916
"2927",8344
"2928",9501
"2929",1808
"2930",2166
"2931",10831
"2932",922
"2933",10274
"2934",2984
"2935",7389
"2936",6028
"2937",953
"2938",1483
"2939",7218
"2940",11983
"2941",8778
"2942",6613
"2943",2911
"2944",7361
"2945",9531
"2946",42
"2947",12304
"2948",11524
"2949",5454
"2950",7390
"2951",9826
"2952",3601
"2953",2162
"2954",4878
"2955",661
"2956",6475
"2957",74
"2958",3002
"2959",4379
"2960",9574
"2961",7316
"2962",1749
"2963",9349
"2964",7298
"2965",11381
"2966",389
"2967",6580
"2968",9284
"2969",5366
"2970",4299
"2971",2401
"2972",1793
"2973",4309
"2974",7838
"2975",12055
"2976",2147
"2977",9886
"2978",6146
"2979",11530
"2980",10228
"2981",10271
"2982",4185
"2983",10125
"2984",724
"2985",10090
"2986",4760
"2987",8925
"2988",7994
"2989",6839
"2990",1027
"2991",11922
"2992",8995
"2993",11668
"2994",1476
"2995",2152
"2996",6814
"2997",11940
"2998",5717
"2999",9230
"3000",2802
"3001",1465
"3002",9262
"3003",8166
"3004",3441
"3005",12620
"3006",7070
"3007",12068
"3008",2949
"3009",12332
"3010",2323
"3011",2145
"3012",8531
"3013",5418
"3014",1272
"3015",3572
"3016",2343
"3017",649
"3018",8069
"3019",6774
"3020",4596
"3021",7416
"3022",11800
"3023",10439
"3024",6734
"3025",458
"3026",11866
"3027",11064
"3028",12413
"3029",1990
"3030",6355
"3031",2309
"3032",2803
"3033",2953
"3034",3364
"3035",3412
"3036",4629
"3037",4584
"3038",5464
"3039",3237
"3040",7169
"3041",3468
"3042",1354
"3043",5755
"3044",8445
"3045",11077
"3046",1597
"3047",3253
"3048",9666
"3049",9978
"3050",11889
"3051",9979
"3052",9843
"3053",8132
"3054",9191
"3055",8508
"3056",10928
"3057",5760
"3058",10355
"3059",569
"3060",8679
"3061",11088
"3062",8595
"3063",12251
"3064",11419
"3065",12112
"3066",11581
"3067",1056
"3068",2601
"3069",6264
"3070",8911
"3071",1167
"3072",1594
"3073",3614
"3074",7459
"3075",6651
"3076",9009
"3077",2282
"3078",3481
"3079",12558
"3080",897
"3081",11543
"3082",5609
"3083",6540
"3084",8420
"3085",9783
"3086",10036
"3087",6976
"3088",9130
"3089",10019
"3090",5979
"3091",9358
"3092",10649
"3093",6541
"3094",5445
"3095",5216
"3096",161
"3097",12162
"3098",10826
"3099",9251
"3100",5138
"3101",9803
"3102",12087
"3103",9699
"3104",1040
"3105",10953
"3106",4176
"3107",4714
"3108",11890
"3109",6634
"3110",5742
"3111",11252
"3112",8214
"3113",8191
"3114",7955
"3115",9586
"3116",853
"3117",8731
"3118",3472
"3119",8213
"3120",4398
"3121",95
"3122",12230
"3123",8944
"3124",1996
"3125",10184
"3126",10468
"3127",1089
"3128",4872
"3129",9479
"3130",4273
"3131",12684
"3132",9466
"3133",8428
"3134",2938
"3135",539
"3136",9301
"3137",11654
"3138",665
"3139",8881
"3140",1739
"3141",1397
"3142",5316
"3143",4886
"3144",8991
"3145",10502
"3146",3784
"3147",12417
"3148",4759
"3149",1045
"3150",5097
"3151",12490
"3152",6952
"3153",4319
"3154",4276
"3155",8970
"3156",7943
"3157",6074
"3158",9324
"3159",5929
"3160",990
"3161",10625
"3162",9314
"3163",9893
"3164",3138
"3165",3924
"3166",10122
"3167",519
"3168",12625
"3169",8928
"3170",8387
"3171",2269
"3172",4203
"3173",4898
"3174",6877
"3175",4172
"3176",9987
"3177",10794
"3178",12595
"3179",8571
"3180",7467
"3181",1195
"3182",3618
"3183",7876
"3184",4231
"3185",6533
"3186",10919
"3187",6694
"3188",3466
"3189",5988
"3190",7599
"3191",8516
"3192",8446
"3193",8113
"3194",6493
"3195",1728
"3196",8477
"3197",5508
"3198",11681
"3199",12334
"3200",12210
"3201",5422
"3202",7974
"3203",12536
"3204",105
"3205",3056
"3206",4138
"3207",1085
"3208",12067
"3209",8072
"3210",1865
"3211",9119
"3212",4342
"3213",10682
"3214",3223
"3215",11299
"3216",3504
"3217",11313
"3218",5946
"3219",5887
"3220",3327
"3221",2894
"3222",5557
"3223",7275
"3224",10989
"3225",11895
"3226",2766
"3227",3825
"3228",11593
"3229",9052
"3230",3048
"3231",11911
"3232",4893
"3233",4940
"3234",12260
"3235",6538
"3236",11327
"3237",6760
"3238",9936
"3239",7511
"3240",2077
"3241",11615
"3242",12455
"3243",3053
"3244",6010
"3245",8018
"3246",10744
"3247",5137
"3248",3594
"3249",9304
"3250",7086
"3251",5743
"3252",2412
"3253",10951
"3254",8749
"3255",2774
"3256",9433
"3257",7822
"3258",6879
"3259",6738
"3260",4311
"3261",6554
"3262",10154
"3263",6710
"3264",10133
"3265",1084
"3266",123
"3267",2486
"3268",4283
"3269",4975
"3270",9885
"3271",1070
"3272",7277
"3273",7877
"3274",11232
"3275",10976
"3276",703
"3277",6318
"3278",8608
"3279",7204
"3280",5042
"3281",4171
"3282",9547
"3283",3384
"3284",11329
"3285",10723
"3286",1320
"3287",1383
"3288",4748
"3289",8393
"3290",3438
"3291",4067
"3292",10833
"3293",4304
"3294",1638
"3295",2232
"3296",11854
"3297",911
"3298",9434
"3299",10385
"3300",9751
"3301",3284
"3302",9964
"3303",2583
"3304",6640
"3305",11597
"3306",2868
"3307",5344
"3308",7896
"3309",7332
"3310",4454
"3311",12648
"3312",8322
"3313",3707
"3314",10407
"3315",10638
"3316",8357
"3317",2142
"3318",6617
"3319",5446
"3320",10466
"3321",6974
"3322",10164
"3323",5441
"3324",11418
"3325",4310
"3326",10648
"3327",2851
"3328",6235
"3329",7941
"3330",3730
"3331",6334
"3332",926
"3333",8390
"3334",5563
"3335",4435
"3336",2857
"3337",10987
"3338",5719
"3339",9458
"3340",8270
"3341",1398
"3342",4204
"3343",6230
"3344",8044
"3345",5944
"3346",6752
"3347",734
"3348",11850
"3349",1846
"3350",10688
"3351",8005
"3352",6805
"3353",1887
"3354",8924
"3355",8762
"3356",2216
"3357",791
"3358",855
"3359",10301
"3360",9688
"3361",6040
"3362",10295
"3363",10840
"3364",8952
"3365",5687
"3366",10974
"3367",5851
"3368",3212
"3369",214
"3370",12570
"3371",3913
"3372",992
"3373",6188
"3374",4983
"3375",3672
"3376",12288
"3377",4720
"3378",454
"3379",3809
"3380",3084
"3381",2128
"3382",9464
"3383",4680
"3384",2876
"3385",662
"3386",6248
"3387",5725
"3388",9810
"3389",3650
"3390",12608
"3391",7476
"3392",10770
"3393",5400
"3394",1377
"3395",2937
"3396",12215
"3397",348
"3398",4797
"3399",8389
"3400",10901
"3401",3696
"3402",11151
"3403",5272
"3404",12118
"3405",11752
"3406",4408
"3407",4048
"3408",1265
"3409",3951
"3410",9243
"3411",311
"3412",9081
"3413",5586
"3414",11732
"3415",1924
"3416",1176
"3417",3471
"3418",39
"3419",9226
"3420",6153
"3421",12353
"3422",9033
"3423",381
"3424",11830
"3425",4312
"3426",1009
"3427",7921
"3428",3503
"3429",5283
"3430",7552
"3431",3030
"3432",9708
"3433",10642
"3434",1330
"3435",12021
"3436",8248
"3437",9669
"3438",5307
"3439",1179
"3440",2572
"3441",6262
"3442",7710
"3443",5981
"3444",11453
"3445",8738
"3446",8034
"3447",5007
"3448",12102
"3449",7630
"3450",1906
"3451",9676
"3452",418
"3453",3895
"3454",517
"3455",3351
"3456",356
"3457",2887
"3458",11488
"3459",3500
"3460",12100
"3461",9986
"3462",5852
"3463",5256
"3464",692
"3465",12161
"3466",12574
"3467",11554
"3468",3459
"3469",331
"3470",5086
"3471",8296
"3472",844
"3473",7819
"3474",8559
"3475",3079
"3476",4942
"3477",12471
"3478",8193
"3479",6265
"3480",11386
"3481",2764
"3482",8352
"3483",6737
"3484",8141
"3485",4581
"3486",980
"3487",12344
"3488",8790
"3489",11749
"3490",1683
"3491",8402
"3492",12257
"3493",10088
"3494",4193
"3495",3061
"3496",12599
"3497",7375
"3498",1750
"3499",1494
"3500",9042
"3501",9851
"3502",779
"3503",9175
"3504",4810
"3505",1227
"3506",12582
"3507",5552
"3508",11086
"3509",124
"3510",10655
"3511",4414
"3512",1313
"3513",1983
"3514",1161
"3515",12320
"3516",27
"3517",2201
"3518",9016
"3519",11141
"3520",4633
"3521",9500
"3522",5598
"3523",653
"3524",5605
"3525",10002
"3526",1369
"3527",4228
"3528",10007
"3529",5927
"3530",6224
"3531",3190
"3532",7967
"3533",6722
"3534",614
"3535",9546
"3536",6608
"3537",4638
"3538",8063
"3539",2320
"3540",5741
"3541",9444
"3542",5325
"3543",8452
"3544",7576
"3545",863
"3546",2184
"3547",8773
"3548",10668
"3549",12236
"3550",1792
"3551",12479
"3552",1542
"3553",9723
"3554",3348
"3555",903
"3556",985
"3557",9975
"3558",7692
"3559",11727
"3560",12514
"3561",7914
"3562",5320
"3563",10698
"3564",4726
"3565",1838
"3566",2026
"3567",2647
"3568",711
"3569",6403
"3570",1498
"3571",8360
"3572",467
"3573",11731
"3574",715
"3575",12470
"3576",8403
"3577",7678
"3578",3916
"3579",3204
"3580",4750
"3581",5321
"3582",6550
"3583",2428
"3584",5819
"3585",4515
"3586",10095
"3587",7419
"3588",7418
"3589",2820
"3590",5218
"3591",249
"3592",3824
"3593",3989
"3594",1071
"3595",10270
"3596",11070
"3597",2443
"3598",12441
"3599",1879
"3600",9057
"3601",12005
"3602",1136
"3603",12137
"3604",572
"3605",387
"3606",10073
"3607",3041
"3608",3152
"3609",7554
"3610",9413
"3611",9282
"3612",4014
"3613",8741
"3614",4927
"3615",12003
"3616",464
"3617",5575
"3618",4989
"3619",11932
"3620",10931
"3621",9528
"3622",4382
"3623",5947
"3624",7648
"3625",5046
"3626",2066
"3627",6236
"3628",11644
"3629",2175
"3630",12024
"3631",11048
"3632",10490
"3633",3420
"3634",1628
"3635",10296
"3636",1934
"3637",11078
"3638",10885
"3639",5572
"3640",3902
"3641",12450
"3642",822
"3643",4091
"3644",9518
"3645",3233
"3646",2084
"3647",4830
"3648",7326
"3649",7108
"3650",5043
"3651",1673
"3652",5561
"3653",8896
"3654",10322
"3655",4662
"3656",10774
"3657",6416
"3658",6033
"3659",4751
"3660",10546
"3661",8013
"3662",1820
"3663",5448
"3664",7605
"3665",11274
"3666",1618
"3667",2444
"3668",4215
"3669",2566
"3670",1504
"3671",9275
"3672",1686
"3673",1563
"3674",3886
"3675",3202
"3676",10740
"3677",6158
"3678",3134
"3679",12226
"3680",5697
"3681",6859
"3682",12174
"3683",6315
"3684",9579
"3685",2346
"3686",3022
"3687",10300
"3688",10113
"3689",10075
"3690",5285
"3691",6485
"3692",3068
"3693",8
"3694",4341
"3695",223
"3696",1822
"3697",5533
"3698",12158
"3699",11271
"3700",2882
"3701",5455
"3702",6681
"3703",10550
"3704",5984
"3705",3835
"3706",159
"3707",6256
"3708",7613
"3709",5204
"3710",7751
"3711",10250
"3712",1228
"3713",9599
"3714",7244
"3715",2028
"3716",6517
"3717",1126
"3718",6174
"3719",6675
"3720",8050
"3721",8495
"3722",5322
"3723",7013
"3724",7916
"3725",11474
"3726",8002
"3727",10106
"3728",9970
"3729",11522
"3730",7271
"3731",155
"3732",4538
"3733",12046
"3734",6016
"3735",6702
"3736",11817
"3737",12596
"3738",64
"3739",7033
"3740",6936
"3741",8376
"3742",12496
"3743",4778
"3744",4534
"3745",390
"3746",11900
"3747",2552
"3748",5453
"3749",2689
"3750",490
"3751",7022
"3752",11382
"3753",3473
"3754",4165
"3755",1685
"3756",1625
"3757",6888
"3758",326
"3759",10553
"3760",2065
"3761",8503
"3762",2839
"3763",12284
"3764",12564
"3765",5437
"3766",9596
"3767",6504
"3768",997
"3769",11569
"3770",1066
"3771",4522
"3772",6652
"3773",2678
"3774",3763
"3775",9521
"3776",3272
"3777",8268
"3778",12388
"3779",1432
"3780",1121
"3781",4137
"3782",10529
"3783",3819
"3784",12389
"3785",8520
"3786",3424
"3787",8237
"3788",11709
"3789",10633
"3790",5180
"3791",4162
"3792",3482
"3793",6689
"3794",8622
"3795",2434
"3796",10262
"3797",1660
"3798",9239
"3799",4533
"3800",9261
"3801",2205
"3802",11741
"3803",11988
"3804",7414
"3805",11777
"3806",743
"3807",6720
"3808",2101
"3809",9465
"3810",10049
"3811",5527
"3812",8207
"3813",8692
"3814",8711
"3815",1662
"3816",9266
"3817",3877
"3818",720
"3819",10960
"3820",11236
"3821",6818
"3822",7420
"3823",8680
"3824",4905
"3825",6323
"3826",5838
"3827",7606
"3828",3040
"3829",6502
"3830",1242
"3831",11629
"3832",11378
"3833",12131
"3834",3491
"3835",12142
"3836",3467
"3837",8286
"3838",4721
"3839",11150
"3840",2919
"3841",10782
"3842",5692
"3843",3128
"3844",3235
"3845",9747
"3846",10878
"3847",3314
"3848",1001
"3849",10853
"3850",9816
"3851",796
"3852",5088
"3853",6026
"3854",5171
"3855",9661
"3856",11124
"3857",4699
"3858",7133
"3859",9845
"3860",4056
"3861",10525
"3862",902
"3863",6368
"3864",5576
"3865",2745
"3866",9076
"3867",6598
"3868",11996
"3869",3704
"3870",1440
"3871",516
"3872",8654
"3873",6237
"3874",9759
"3875",6361
"3876",4530
"3877",11338
"3878",5217
"3879",10104
"3880",9818
"3881",3586
"3882",2100
"3883",7775
"3884",6753
"3885",10929
"3886",12214
"3887",10706
"3888",3595
"3889",8340
"3890",11532
"3891",5693
"3892",11733
"3893",6506
"3894",208
"3895",538
"3896",365
"3897",10348
"3898",11158
"3899",444
"3900",10736
"3901",9418
"3902",9222
"3903",6430
"3904",5480
"3905",4366
"3906",3089
"3907",1801
"3908",11289
"3909",4661
"3910",8294
"3911",6695
"3912",10096
"3913",12460
"3914",11956
"3915",9019
"3916",12270
"3917",8355
"3918",5952
"3919",2370
"3920",11398
"3921",6938
"3922",1637
"3923",5506
"3924",10854
"3925",2738
"3926",7299
"3927",7079
"3928",9315
"3929",9305
"3930",4676
"3931",11375
"3932",4396
"3933",7776
"3934",167
"3935",9974
"3936",9303
"3937",8071
"3938",1035
"3939",12533
"3940",12159
"3941",4373
"3942",11574
"3943",335
"3944",5623
"3945",3230
"3946",5607
"3947",9679
"3948",9481
"3949",47
"3950",11360
"3951",6836
"3952",5386
"3953",5515
"3954",11455
"3955",7889
"3956",666
"3957",2304
"3958",12377
"3959",10520
"3960",9665
"3961",878
"3962",2826
"3963",281
"3964",4563
"3965",2090
"3966",4892
"3967",11859
"3968",10167
"3969",12685
"3970",2200
"3971",1953
"3972",8747
"3973",11857
"3974",12233
"3975",10757
"3976",2703
"3977",1756
"3978",10804
"3979",1419
"3980",8674
"3981",12153
"3982",6723
"3983",7313
"3984",7764
"3985",12531
"3986",8022
"3987",2967
"3988",7203
"3989",6551
"3990",10112
"3991",12488
"3992",7066
"3993",1493
"3994",9980
"3995",11291
"3996",3826
"3997",11452
"3998",12004
"3999",11286
"4000",4060
"4001",10303
"4002",1860
"4003",1323
"4004",1083
"4005",1588
"4006",5792
"4007",7456
"4008",165
"4009",9882
"4010",4694
"4011",10924
"4012",8406
"4013",4438
"4014",314
"4015",5665
"4016",4713
"4017",137
"4018",5407
"4019",2451
"4020",3073
"4021",3463
"4022",8704
"4023",5502
"4024",11368
"4025",11739
"4026",1878
"4027",6295
"4028",6141
"4029",1256
"4030",6866
"4031",7458
"4032",12085
"4033",307
"4034",10091
"4035",2017
"4036",8349
"4037",12139
"4038",2195
"4039",849
"4040",1105
"4041",5173
"4042",6873
"4043",8733
"4044",8549
"4045",9407
"4046",1873
"4047",9988
"4048",874
"4049",7824
"4050",3336
"4051",1614
"4052",6962
"4053",12218
"4054",8502
"4055",10841
"4056",667
"4057",2193
"4058",11202
"4059",2718
"4060",4630
"4061",7357
"4062",11306
"4063",2396
"4064",4875
"4065",10056
"4066",4871
"4067",6783
"4068",4350
"4069",7900
"4070",3402
"4071",441
"4072",10129
"4073",3615
"4074",5409
"4075",832
"4076",9048
"4077",2825
"4078",9160
"4079",7490
"4080",3599
"4081",4917
"4082",7811
"4083",11774
"4084",2473
"4085",8196
"4086",1985
"4087",11719
"4088",7076
"4089",939
"4090",4702
"4091",1719
"4092",5264
"4093",11416
"4094",7426
"4095",2520
"4096",7931
"4097",8998
"4098",4049
"4099",9529
"4100",5127
"4101",9143
"4102",11004
"4103",6053
"4104",7061
"4105",8755
"4106",3172
"4107",6787
"4108",6696
"4109",12074
"4110",9347
"4111",10253
"4112",3405
"4113",9971
"4114",10170
"4115",10399
"4116",8718
"4117",9295
"4118",7043
"4119",11873
"4120",367
"4121",1875
"4122",6920
"4123",7114
"4124",1296
"4125",8458
"4126",998
"4127",8040
"4128",1138
"4129",9506
"4130",5229
"4131",9912
"4132",1895
"4133",7297
"4134",10283
"4135",7431
"4136",8873
"4137",11772
"4138",4681
"4139",5000
"4140",5423
"4141",7813
"4142",6955
"4143",5349
"4144",783
"4145",3145
"4146",8224
"4147",2385
"4148",11893
"4149",2642
"4150",9350
"4151",2461
"4152",3184
"4153",3984
"4154",1824
"4155",2915
"4156",6714
"4157",9814
"4158",5099
"4159",6160
"4160",6885
"4161",10422
"4162",80
"4163",1898
"4164",4238
"4165",4090
"4166",5340
"4167",1415
"4168",2365
"4169",116
"4170",11180
"4171",6964
"4172",3408
"4173",8872
"4174",4201
"4175",10137
"4176",10647
"4177",845
"4178",11964
