"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45"
"1",1.34605064960995e-05,1.13267945318943e-05,1.60436281411869e-05,5.28013012177775e-05,3.11405176061794e-05,4.46245457747621e-05,4.89659810500282e-05,0.000213762553280923,6.51900509322463e-05,0.997578144070323,2.0571814207087e-05,6.50723255398908e-05,4.61895355824017e-05,3.60831777164322e-05,6.916533731639e-05,6.49558684071653e-05,2.66140009530486e-05,4.94464353859634e-05,6.55876393810654e-05,2.62014493850538e-05,0.000165693173308374,8.63199251873092e-05,2.99115850337028e-05,2.64724025130313e-05,4.25474564363732e-05,4.44940672099348e-05,2.00770342136735e-05,3.48721525458713e-05,3.49227963989739e-05,4.61930678127678e-05,4.75504435403089e-05,1.8417311855352e-05,0.000108727054900195,6.35198306615376e-05,4.88192029681126e-05,3.53632566689266e-05,3.0399382598253e-05,0.000162746608299276,7.41798649967316e-05,1.64168699413218e-05,0.000106593545971445,8.54159638774049e-05,2.16293607101429e-05,1.73365721883235e-05,8.60335369338338e-05
"2",1.12722405094666e-05,1.21504516190376e-05,1.25594956496565e-05,6.35293771634203e-05,1.03981898027289e-05,3.82186453110987e-05,5.23022174385939e-05,2.58071453977377e-05,0.000178809452399154,1.61919813283643e-05,3.24987164972224e-05,3.31617732170769e-05,1.91799522417783e-05,3.37078542759476e-05,3.81772275061819e-06,7.99229348253767e-05,7.99669916347961e-05,7.44844288837564e-05,0.000106347999906211,1.30302572945295e-05,1.18245349162298e-05,3.35178035462806e-05,1.88267319511933e-05,6.03270530539385e-05,2.79867136953103e-05,2.53926932473143e-05,0.997983074435052,5.8986970773731e-05,1.46697227271872e-05,2.79043164366729e-05,5.45082723531899e-05,1.70857275293918e-05,6.90813793466795e-06,0.000212878130834559,1.53365644893985e-05,2.2099579261684e-05,6.31819924381329e-06,2.88120227229859e-05,2.50569023684557e-05,1.06881712685811e-05,0.000103469567764246,4.89665610495387e-05,0.000221468165955946,1.41690108188393e-05,5.23661828576879e-05
"3",1.8027467121475e-05,9.73811263513033e-06,2.56953027288355e-05,4.57813103548811e-05,6.42349397398413e-06,2.86254279777174e-05,3.68273671259013e-05,3.23001448793933e-05,5.51288674159162e-05,3.41017124685152e-05,1.46055572641908e-05,5.0471909703861e-05,3.09964334237196e-05,4.7765639841663e-05,1.80505809990276e-05,0.00155969512902505,1.04397877392735e-05,0.00106342675087143,4.67226594260627e-05,1.43881973150801e-05,1.23400704470269e-05,3.51036824003349e-05,6.36107314416692e-05,3.35654653526686e-05,5.9854969543781e-05,2.98786377806761e-05,0.0015171132147292,0.00111662721791369,1.8985181702602e-05,2.9477585130784e-05,4.05917102951148e-05,1.94740476405149e-05,3.95585691607292e-05,5.27547182908465e-05,3.02285565628962e-05,2.2943862742007e-05,1.79508732305687e-05,4.6459259603482e-05,3.59987679990356e-05,1.6320715007311e-05,0.00120562376885617,5.41032851958414e-05,0.992250874246287,2.30929164414787e-05,7.82560939531547e-05
"4",2.96939928237918e-05,1.06969349493213e-05,1.45896819703583e-05,4.18663986575281e-05,2.04939287042679e-05,3.00581753284219e-05,2.98373859176596e-05,9.00978623121672e-05,3.69345489255906e-05,3.35654817881564e-05,1.6289362555693e-05,7.53010793141184e-05,3.07704938891044e-05,3.50444348449534e-05,2.71581913430537e-05,0.998226748966767,1.20886067077466e-05,4.12694283082922e-05,4.68944141705319e-05,1.45879231662434e-05,1.49050435218727e-05,3.71403461676511e-05,3.19247922492893e-05,2.76658129250219e-05,6.08950544300725e-05,2.87442972789342e-05,4.65582670122929e-05,6.2619836456621e-05,2.06640874091345e-05,3.91191340122246e-05,3.77942967606997e-05,3.23157041200496e-05,4.15246162109908e-05,4.22410278368456e-05,7.78952995410072e-05,1.90252268676872e-05,2.70016231396913e-05,4.36811466933734e-05,3.74808131781804e-05,7.35576050449756e-06,0.000105728926451411,5.74964572398663e-05,0.000141702899228433,3.81329084477105e-05,5.63993298717064e-05
"5",3.55285302579483e-05,2.6209859242604e-05,3.4240701857545e-05,5.86119151322709e-05,3.68474584062209e-05,4.19541071496527e-05,3.26576501420143e-05,0.000145658076401074,5.04439700093158e-05,3.73929310668488e-05,1.05867790375353e-05,4.69749516805218e-05,2.84810818773934e-05,3.5295679884544e-05,0.000212162643433666,9.18810499630244e-05,1.56057675997739e-05,4.63714513219261e-05,5.20890033831138e-05,2.62276439793645e-05,1.40122475781827e-05,3.63474353900546e-05,4.3792767078041e-05,4.69452327773149e-05,0.996778671525831,2.79359112357155e-05,3.46863480479046e-05,5.57128131925748e-05,1.03685475346088e-05,2.12832804012946e-05,3.90020985292561e-05,5.26543963286435e-05,5.41886705518923e-05,6.34308984900983e-05,3.08231889245216e-05,2.26900700629944e-05,2.67932993661843e-05,4.03953434321103e-05,4.9612501430056e-05,1.68403244544603e-05,5.32666217029563e-05,7.71513139617986e-05,3.88142190161467e-05,5.62510506771928e-05,0.00124310864217924
"6",7.89553085780237e-05,2.97768990793289e-05,4.14630838485879e-05,0.000116038130084165,5.8115408057532e-05,7.69689946800521e-05,8.51538227981128e-05,0.000268127362154972,9.79621441466034e-05,8.41973156844512e-05,4.48149847200501e-05,0.000187550888749612,8.37052423557611e-05,9.0171482458063e-05,7.48234349171725e-05,0.995246593065325,3.32424333434596e-05,0.000111222566181256,0.000130858676556231,4.30001971078898e-05,3.83200826502086e-05,9.13364882131252e-05,8.92637441151439e-05,7.49629008573043e-05,0.000172657916966154,7.55536974736769e-05,0.000115965330228075,0.000158751622330314,5.52677644877162e-05,9.98368286753554e-05,0.000101035724501768,8.51941775959935e-05,0.00011766638462512,0.000109908015157067,0.000201230980104616,5.14666173243618e-05,7.73998384283211e-05,0.000112980389854396,9.68558138774972e-05,2.20170338701451e-05,0.000282404339910258,0.000158596330610202,0.000375964736624159,0.000102924152051414,0.000149697648640706
"7",0.00011600595933173,2.43187934209149e-05,0.000121577847795555,6.09246457354323e-05,8.00207247269138e-05,6.33554451468229e-05,3.90622043190177e-05,0.00274479783550045,3.09220778078554e-05,9.00931741193417e-05,3.29181251499632e-05,5.97207305375465e-05,0.000126519019353694,6.42914622830484e-05,0.32999355616991,0.000206779453065229,2.34536703712824e-05,2.96966013193666e-05,0.000331674607873151,4.04264688037924e-05,1.85416760268309e-05,3.83161462383791e-05,0.000158396944301483,7.11805322654973e-05,0.661435171589646,0.000136592828277842,2.13393340295754e-05,0.000160115361793929,0.000132409153465577,1.35899932268933e-05,9.28264637099375e-05,0.00013763614125722,0.00177628109255328,4.04183425065958e-05,4.27286681572164e-05,4.27929167206693e-05,5.47030082604644e-05,0.00026514035505195,0.000348234859295804,1.49242159970192e-05,4.63348893301077e-05,0.000170505283601984,6.1292916488259e-05,0.00021424574880749,0.000226166522419285
"8",1.88904291555261e-05,1.64079735281501e-05,2.46483138288649e-05,8.18770348527657e-05,4.74557100241739e-05,6.61344247501102e-05,6.73875397319339e-05,0.000281172692998651,9.8405132554484e-05,0.996585871899297,3.03973561207152e-05,9.43820359643528e-05,6.38854523620051e-05,5.16702968485607e-05,8.47557516690802e-05,9.08001233843918e-05,3.91978655328305e-05,7.48076774638354e-05,9.80243948489224e-05,3.89177765258399e-05,0.000247026474417283,0.000125641080367935,4.09839383567564e-05,4.01215979756231e-05,5.88956717411943e-05,6.39171435619467e-05,3.07953522934748e-05,4.74399108519019e-05,4.71022246767053e-05,6.42278570638821e-05,6.63642219222393e-05,2.62476143445407e-05,0.000127610700148603,9.88383390848905e-05,7.50340581938081e-05,5.17058640016319e-05,4.54717853579274e-05,0.000196418994104431,0.000112292215359589,2.60929714825224e-05,0.000145163204718065,0.000129353954479647,3.07043862609723e-05,2.45625790349833e-05,0.000122897978756851
"9",4.30817664698422e-05,0.000191218131006736,0.000764755462643066,9.29661851137082e-05,0.000118087930893284,0.000171450990628964,0.000279831191725362,0.0055143978449068,5.90031028554008e-05,0.000130612875401599,6.40478676760444e-05,9.97426090016923e-05,0.62111421735961,6.72948426478995e-05,0.00663151455018443,0.000114489023329928,5.04178823676956e-05,0.000100843098506268,0.000103398089591795,8.35347322668865e-05,4.26686290420724e-05,5.00224758873409e-05,0.000909619867701114,5.10254671651495e-05,0.000121573276488208,8.89762480323036e-05,2.08056391021929e-05,0.000217986958670386,0.000220212829687983,9.1718895581247e-05,0.000347858874198518,0.000174930515706272,0.360179656079241,4.45107463520013e-05,0.000149744569612186,3.8230045993967e-05,8.39678835805323e-05,0.000441418112453204,0.00019007141442784,8.96124477958311e-05,9.99913042709153e-05,0.000262069158177004,3.70541005178173e-05,0.000130784615842283,0.000120584307644397
"10",4.82136684363196e-05,7.54393208886245e-05,0.000711249328335441,0.000146927845632913,0.000124944113441381,0.000280257745108778,0.000107758089772664,0.0012322806562537,8.47528509963888e-05,9.86035592045475e-05,7.39986786482029e-05,8.46800675139317e-05,0.988433278769201,8.50490348291069e-05,0.000361601682778553,0.000111786750995775,4.69084024592621e-05,0.00013929761389273,0.000121108908054003,8.10973919945695e-05,8.82039630307043e-05,6.51527864235683e-05,0.000984163171323438,7.26185091064675e-05,7.08627403963093e-05,8.63212461725881e-05,4.24820020569613e-05,0.00011223247432335,0.000232216228671196,5.81165294829772e-05,0.000504862028698523,9.85776493466676e-05,0.00348591276199189,9.81274759697225e-05,0.000152406140996383,5.99157878934095e-05,6.52090619964856e-05,0.000314909370298896,0.000184573502074393,6.82092824925246e-05,9.12755968767836e-05,0.000278979765302533,4.22228127352991e-05,0.000151590522331204,0.000141624111569411
