"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45"
"1",4.26017010828809e-05,5.97383173918123e-05,6.36999355906168e-05,3.08100454569496e-05,2.79780429415203e-05,5.16347927731161e-05,1.97541224471309e-05,1.33211768382849e-05,2.11529505609225e-05,2.61861716520124e-05,2.48813906879477e-05,1.8962053738306e-05,7.64046087840436e-05,2.99969308194862e-05,1.65497265554134e-05,1.24035241548502e-05,4.36446087054457e-05,1.36247371841363e-05,0.994386577501628,1.65272635963951e-05,2.18940146394843e-05,3.98927295441492e-05,1.83594480303629e-05,2.63660285116125e-05,1.82079567804609e-05,4.11708141842497e-05,1.91023136183213e-05,2.14817607365828e-05,2.22169409130428e-05,8.45473298330371e-06,7.97394515389917e-05,2.43813851066088e-05,3.1955945015879e-05,2.63381513759449e-05,0.00175769022896216,0.000110766839476598,2.85486269037224e-05,6.98234770554731e-05,2.5526306513865e-05,6.91660959216448e-05,0.000155099210734743,0.000104749059021886,0.000104886663537169,0.00211799498618908,5.97372301151022e-05
"2",0.000146362115611008,0.000220187388379776,0.99396100628804,0.000146558466777525,0.000133514923545364,0.000147811523892211,7.34045520646345e-05,0.000721490471113041,0.000104745919536553,4.40545902045596e-05,0.000105172857594176,9.79587608901984e-05,8.80180925670546e-05,6.93556340923618e-05,5.83941817063028e-05,2.96198551927355e-05,0.000150409162988165,0.000126541109950908,0.000114592635260661,3.77377006611271e-05,6.43503083662711e-05,9.76758982859702e-05,8.58700778471005e-05,0.000113022221450989,0.000107285338694934,0.000128500703301711,0.000112794219336941,0.000110280480216445,0.000151632897515741,2.92920293422053e-05,0.000113811197868014,0.000144521659819396,4.91347017561999e-05,0.000276751752779953,3.30616471875625e-05,0.000472620294461415,9.2552803948779e-05,4.63018585172566e-05,5.42246564038633e-05,0.000100740626074863,9.71205193359519e-05,0.000370116186518641,0.000172551008376654,0.000264115653391091,0.000134735029133135
"3",3.97465439203353e-05,5.79894214567008e-05,0.000128338226067211,3.7834099101937e-05,5.47295094509334e-05,1.82227875559045e-05,3.37583699493618e-05,1.51674205365296e-05,4.63924982761564e-05,3.20726215981786e-05,5.17524331682423e-05,0.000230649314107406,1.20919791615911e-05,4.61487949931816e-05,2.10240975998789e-05,1.00836784079611e-05,2.33778112499031e-05,3.52588082957177e-05,1.96342693208489e-05,5.87463708616971e-05,1.84568242363179e-05,7.00001308728634e-05,9.9959821016168e-06,1.38311755362894e-05,3.08129024392146e-05,2.27945110398793e-05,3.08629947917238e-05,3.06251679983279e-05,0.00509500310586817,3.75445457353488e-05,3.61627527806654e-05,1.082067973542e-05,1.07741578056242e-05,0.993312701730134,1.16477773856885e-05,1.41540482594981e-05,1.53409477632631e-05,2.22080920145253e-05,1.66842476736547e-05,3.04818931472598e-05,4.25027604600264e-05,3.21370953867479e-05,3.61365987125305e-05,3.73301318793513e-05,3.79706911613992e-05
"4",5.85686642257633e-05,5.06031152162349e-05,9.87833208428102e-05,4.1261018863205e-05,5.86066986315571e-05,4.42375350946808e-05,2.93731575837165e-05,8.21340764330767e-05,7.08461662500698e-05,3.34200058785968e-05,4.79868989575182e-05,4.3464700576234e-05,0.980738752052442,4.11038592464231e-05,3.23118660510145e-05,3.40405449106628e-05,5.94054456196536e-05,3.67766967347373e-05,0.000138210576500059,0.000194906214374191,1.13462140385009e-05,4.32156174520474e-05,3.92174984709976e-05,0.000272647756881719,1.97443079226008e-05,0.000262247471766365,3.50839191597049e-05,5.9665843213382e-05,3.19059566144188e-05,0.000176157683215125,2.3090527537452e-05,3.20251308203058e-05,9.02072387425035e-06,4.05673016330356e-05,0.00305645955629591,0.000113503976579791,3.48949314524092e-06,8.71571083289974e-05,9.68925636797645e-06,0.000115587259265244,0.0119552231531594,0.000235914617118053,0.000208013653684598,9.10698443664354e-05,0.00113316351465591
"5",2.11204956929217e-05,5.29833984768545e-05,3.99890812585732e-05,9.27046528427827e-05,4.11118857241202e-05,3.51718087913861e-05,4.53373128006508e-05,9.95610873087026e-06,3.5513185024935e-05,2.46020479076796e-05,3.61318299181223e-05,8.03486896880553e-06,9.0907546018939e-06,3.5807044204992e-05,4.0953462439054e-05,1.27458069532875e-05,1.85174469125735e-05,2.34483921551446e-05,1.257017018958e-05,1.72155954144646e-05,9.45442215556383e-06,0.00167754893505962,8.19920999731533e-06,1.22643692904403e-05,2.00929109643853e-05,2.27221443753511e-05,0.997004589394484,2.10120119034012e-05,6.44754019610636e-05,3.08566894975271e-05,2.23701414030309e-05,0.000183166067954809,9.72409132976938e-06,2.51813492189566e-05,1.02652907123197e-05,6.0360518993572e-06,3.58809694009832e-06,4.22616937043554e-05,2.02619706768157e-05,5.77647752966335e-05,2.81990652439515e-05,2.28452680156666e-05,3.31256656914604e-05,1.91803955748722e-05,3.18092376404631e-05
"6",1.56999871164272e-05,3.65263597204693e-05,3.64352814995693e-05,1.74681880637966e-05,2.20308664516867e-05,3.50219641025101e-05,1.23688464003878e-05,1.05484843029698e-05,1.60978989072436e-05,1.64949407992579e-05,2.53052112465416e-05,9.51819430186935e-06,5.18873730096725e-06,2.24663528703872e-05,9.18716904179021e-06,7.43207790120401e-06,1.60441666596148e-05,9.20820434214497e-06,5.31710130680412e-05,1.74249651188298e-05,1.81401630076659e-05,3.86963099443031e-05,4.6208833824062e-06,1.01133749012286e-05,4.42234184170292e-05,1.07897465802255e-05,1.16940440283548e-05,1.19159850890043e-05,2.08460640845507e-05,9.52995435431998e-06,0.99762986344041,7.0173012746691e-06,2.64508679415252e-05,2.17995303990807e-05,1.68844765112469e-05,1.10904707607596e-05,3.20189150469532e-05,2.13159695559144e-05,0.000259205617501418,4.20942418078325e-05,1.83479672519599e-05,2.35795147610645e-05,2.42335478933962e-05,0.00126946188612134,2.24273997576069e-05
"7",3.8684568962667e-05,3.49816379683708e-05,2.50318715316585e-05,3.06668157465332e-05,2.12362554827285e-05,6.58205009653037e-06,2.25471918196961e-05,5.78778581805567e-06,1.558111048471e-05,3.03538301637306e-05,2.71203487122651e-05,3.46398021286186e-06,2.7528139867816e-06,2.61166355076777e-05,9.0048350947793e-05,4.77976755760229e-06,8.68134933077808e-05,1.37190249605893e-05,1.09226289178725e-05,2.39697328896693e-05,2.66496087437978e-05,0.00123501260169416,1.94726245468031e-06,4.36218186792815e-06,0.0017539730326841,6.74459101443082e-06,3.53104435205151e-05,1.08656862694875e-05,4.89366909410312e-05,1.44791294275315e-05,0.00190423931134413,3.06251262676315e-05,7.54014442294435e-06,1.79165458287504e-05,2.75908692849564e-05,1.91836260868834e-06,7.03291044440494e-05,4.94913776004737e-05,0.992643383745983,0.00126589739372948,2.59809549048625e-05,1.76019060084326e-05,2.21187697737264e-05,0.000228505713824764,2.74195502819437e-05
"8",3.4936325600145e-05,7.09498182999536e-05,6.18176140087763e-05,4.00993854730598e-05,3.57655080565721e-05,2.44439793406347e-05,4.53050298466806e-05,6.93502063194049e-06,3.45710086217018e-05,2.33663270007853e-05,3.24740231744725e-05,2.54724533624516e-05,2.34350379629408e-05,6.0007608743044e-05,9.87027474220217e-05,1.27170593760048e-05,0.996933486879919,3.26651594664278e-05,2.96237146161351e-05,3.11319304752006e-05,2.60910243740679e-05,5.02677685980029e-05,2.41731333007183e-05,3.96627047624667e-05,3.18295536372842e-05,3.57328748305076e-05,2.95246428740974e-05,3.86164746880782e-05,2.61999133067266e-05,1.55572353695575e-05,3.11372302324299e-05,9.40889933236792e-05,5.28704975942709e-06,2.60623462334398e-05,4.11810683708605e-05,0.000127681117655815,1.98883250271915e-05,3.0727917858678e-05,0.000114841874647741,0.00111860057385566,5.91070516725513e-05,8.30392642386995e-05,9.26373775544481e-05,0.0001296435328682,5.05143195607633e-05
"9",3.94299227386545e-05,5.49778184023079e-05,4.99881123127546e-05,3.691456366134e-05,4.10115371562667e-05,1.7779270770081e-05,2.89379618948923e-05,1.34786669127948e-05,3.75761641667443e-05,2.86371059599621e-05,4.38927576139914e-05,6.05767082238295e-06,8.79865127181733e-06,3.98749770712628e-05,2.07810074242199e-05,2.64745918100532e-05,1.97589163139484e-05,2.90040766595138e-05,1.41932557840068e-05,3.51592320574102e-05,1.21758682694287e-05,0.00356459811781173,6.17151150275225e-06,9.41085733762592e-06,3.45356886467068e-05,2.13262889323381e-05,6.89901633622528e-05,4.59830700627566e-05,0.993244591334003,0.00159604735072371,4.05493826933897e-05,7.98098875421557e-06,1.28419856714924e-05,0.000415213962218522,1.31556834759258e-05,2.27728086663429e-06,7.04538258866854e-06,5.60683722944215e-05,3.5845608051343e-05,4.31258281157737e-05,4.3022979305694e-05,2.30961474316126e-05,3.19699502693669e-05,1.93524478363177e-05,5.18974889687943e-05
"10",0.000238998968412522,8.41647101045616e-05,6.61199566986694e-05,3.91734896675843e-05,0.000110091704955314,1.49743549205005e-05,0.000137637671958519,8.09140616622583e-06,0.000108488179717344,3.21354726902772e-05,4.4439623428152e-05,2.04315613930737e-05,1.78318967022494e-05,7.85027653381885e-05,1.58093865985697e-05,0.000174720540422292,4.33055746092144e-05,0.99613614889377,1.25217774058011e-05,2.99213086518719e-05,8.30970238279012e-05,4.76413662235602e-05,0.000172103410451844,1.56167473251335e-05,2.44496112033735e-05,2.4035517393878e-05,3.21187733043408e-05,3.93184020585793e-05,3.53731489553049e-05,2.73634720058518e-05,1.74324589606783e-05,1.03548537804831e-05,4.94983040369199e-06,4.19713589940595e-05,3.98903379020627e-05,1.38650249310185e-05,0.000106522205495733,3.74548506453481e-05,1.27484469467884e-05,4.76710821553568e-05,6.40298283961681e-05,0.000117202097194864,0.00147358931383968,4.67551733096893e-05,5.09364206838451e-05
