"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
"1",0.000119504284280838,0.0671345171705612,0.000460174549123706,0.000123490582105027,0.000117773040582095,0.188594194905769,0.000105989900835763,0.000463705956654779,2.00324977290019e-05,6.49776695669014e-06,0.13339165259176,8.55210831690794e-05,0.000350242349225996,0.0046935262568273,8.5780001033354e-05,8.28363147063777e-06,0.0141091164483585,0.222166300126758,3.6643121219544e-06,2.66053656862679e-05,8.55082877596612e-05,8.71271879420502e-05,1.64572790489986e-05,2.93488813729955e-05,0.0424671467663105,0.0248483627375345,0.00432323381537486,2.25733260578844e-06,0.000566654473406767,0.000130029770089355,1.01447016844635e-07,3.23339548650546e-05,0.000131417435333484,0.00105039912869758,0.0217149242516423,0.002221008944639,4.6835802163837e-05,3.22650605000011e-05,1.89378259120041e-05,0.012419790230625,0.000231491811091619,0.0404309472262785,3.62446560429063e-06,2.00614647354222e-06,5.13472112749988e-05,0.0454328066852854,0.0547992564978628,0.000207569809874672,2.65569609288217e-06,0.0191548269984517,1.62276749837952e-06,2.00649781865043e-05,4.07813495457111e-06,3.04584052745122e-05,0.00302988998335396,0.000338000075791469,0.00115476812095287,5.06584067002119e-05,0.00236539259559616,0.0268997535909563,1.06880080917546e-05,0.000432714341747072,0.0180931978994442,0.0054844242452071,1.31697363642251e-05,1.3869249889061e-05,5.15260670648978e-06,0.00121208589683928,0.00275520557558562,7.20418955856499e-05,5.98466021228393e-07,0.000859832399336139,0.00378317641312807,1.44081733516796e-05,0.00236975513347877,0.00459869021990564,0.00274336516121417,7.0641804079834e-07,6.50457534809612e-06,7.86259498721638e-06,0.00128462119462953,0.000319768210961213,1.96906442864396e-05,0.00460866774313198,1.33457352152605e-06,1.06790005168989e-05,5.6664505782685e-06,8.59946382995258e-08,4.40375743306215e-07,0.000768896421223229,8.10134427537481e-05,0.0109961767082044,0.000513629958293927,0.00060841578184702,2.55671794634993e-06,9.4176224689634e-05,0.000111444405961352,1.02806152066426e-05,6.26534354647616e-05,0.00152042004872367
"2",8.99185663912828e-05,0.0729729003930425,0.0134948529462266,0.000490018968702495,0.000102441930443345,0.012731716918273,0.0251837675188515,0.00027825046680452,1.25603314437508e-05,0.000785653357459627,0.0423532921524421,3.5063656000783e-05,0.00021351080920979,0.00378966551722828,0.00017291874968645,1.25841858952013e-05,0.0142116036750877,0.281747451964222,7.07903739025929e-06,0.00796573114579075,0.00101247022212666,2.41281905374746e-05,7.87646648211874e-05,0.00152462583503667,0.0545927577295992,0.00410285747336976,0.00566322705252915,4.42628937800952e-05,0.000336605395299757,8.7677029727401e-05,2.37740609496573e-06,0.000803544821236138,0.000460206779716873,0.000143970456132831,0.0399326753037655,0.0745171956370741,4.54298484244932e-05,0.000143660004274089,0.000210516438241183,0.010986330993069,4.73877562294928e-05,0.0554084793399951,2.40616305444607e-06,0.00100330288857726,5.63726554033724e-05,0.00255718048226888,0.0532436735284229,0.000596084936937492,4.74695507429426e-06,0.0449164606121232,4.45386510393559e-06,3.16331138051256e-05,9.81510344038477e-06,6.10814469282522e-07,0.00920943937941237,0.0159731546822264,0.00164766352350865,1.49075780230874e-05,0.00698028242987739,0.00291977811021536,6.26610705956921e-05,0.000955740301228195,0.000204068977025132,0.00367615379021915,0.00137069520127227,7.52207231140518e-06,2.99515138218968e-05,0.00322283136782868,0.00391661912345229,0.0220174290596817,4.66745610460774e-08,0.000599590584193662,0.00200285299044521,0.000242157510601267,0.000819707769643751,0.00241380939787422,0.00288734294739695,1.51994298275756e-06,0.000338366357578803,0.000397268484379191,0.00101411544323117,1.75145976370205e-06,0.00139339897374977,0.0108317771574989,0.00029514105643356,8.30502713676292e-05,9.90600530297633e-05,1.8638866262181e-07,3.50106852369279e-05,0.000368954586756604,0.000877379543591435,0.00622759889450977,0.0529147000024956,0.000971727876178437,3.56804046369316e-07,0.00352931402612548,0.000148180626282831,0.000441653043944086,0.000106348161038316,0.00950185942534787
"3",0.000455052394850896,0.00283855718561941,0.00228089162481722,0.00256876894763502,7.96741057248891e-06,0.00154672276839753,0.000144403419604644,0.000485871128011451,0.000261908964302202,0.000207607578009102,0.000135113061952396,5.98083811835984e-07,0.000855402533394517,0.0491270427675169,6.35336555497792e-07,7.47621389863209e-05,0.0141618268190816,0.000476692598452884,0.000102938768114511,0.000294322255008378,0.00081824829992897,0.00186250269348826,2.36887768052671e-07,0.159099844475493,0.00673625664770721,0.00019769519728795,0.0219628176478796,2.05523929585484e-05,0.0219091408427162,0.000295309693358313,0.000533807132962235,3.07946211016282e-05,0.00326010469188501,0.00221793655378103,0.0191749183161529,0.000102215809572051,0.000116564102001535,0.000619483533839261,7.57170803297993e-05,0.0286950329720637,0.000282712014370431,0.00826286727923519,3.25517483463647e-06,3.54208234038005e-05,0.000702761801535982,0.00216528579788487,0.0116531532889188,0.00279905330613189,2.6449334884665e-05,0.00127905076336497,1.21306827500011e-07,8.03201794409886e-06,6.16176841450408e-05,9.55097142461556e-06,0.0204135697870661,0.000100649450751613,0.00138358307915822,5.54342976763561e-05,0.416513859812348,0.000207418841993687,0.000574797093108621,0.000611266850230754,0.000159414476541686,0.00311092807385273,0.000760076716468173,3.17046379465353e-05,1.27499400333812e-05,0.000298455596186865,0.0157401738534649,1.3391682496396e-07,2.65753528037006e-07,0.000115005795878169,0.000388876566935163,0.000212799532636445,0.000275559719628501,0.000465159125544504,0.00324702827455676,5.29341343240214e-05,0.000358181502242299,1.35757946143499e-05,0.0131960615446236,7.67173816661943e-06,0.00170576298427747,0.0553064409887267,1.34193548318544e-05,0.000163449862698798,0.000349646092256452,6.94131599917245e-05,0.000590568980546361,0.00160538023630591,0.0213917192930756,0.0189225262993927,0.00161624201268196,6.15956705427309e-05,8.21699234857853e-05,0.000974194799826674,0.000477184532950138,0.000792545389296272,0.000172495280589831,0.0463523122903158
"4",0.000878723275153626,0.00372875336670137,0.0121748026794068,0.0248079168157436,3.22369919294859e-06,0.00147819509516239,0.0476853211552669,0.0211863171880127,7.71245596071562e-05,1.10370069234139e-05,0.0021912643613691,4.33295910088555e-06,0.000614167725142559,0.0134562677027427,6.68059217427166e-06,0.00048139475876426,0.0273409384003194,3.58048461790997e-05,1.97275344842288e-06,0.00535014981188201,0.000844265851320346,0.00329117179346929,0.00116049186759295,0.130110741160378,0.00349975731311048,0.000445372321700553,0.0257915978956499,3.61460020018995e-05,1.43315179389539e-06,3.05063166033712e-05,0.0103779341155398,4.76665962275597e-06,0.000128043408849271,0.000461464427292754,0.0107553824862489,8.38503746346661e-05,0.00321511564890687,0.00228120351971892,0.00279200271267235,0.030380220740353,1.24028774055828e-06,0.00594835803980595,2.82004385701591e-06,0.281036278818381,0.00166413578840248,0.00883444168819343,0.0117020912934048,0.00527022483833223,3.81527241707159e-06,0.00387763034125227,7.36545861346261e-07,7.12052102899925e-05,7.21847243238217e-05,1.61980421891429e-06,0.0664336397479373,0.000158022058157034,0.00257069782936477,2.25420818857176e-05,0.00081333224948259,0.00111620003778636,0.00185193091414125,7.69434321416167e-05,9.19437580825237e-05,9.5232596884918e-05,0.0273625368628115,9.10948825190093e-05,2.76105237009429e-07,0.0049108665904541,0.0239485360809157,2.61843461873015e-05,2.69797963859096e-06,0.0053419236391666,0.000300035747618436,0.00218102269023606,7.44335760818328e-05,0.000267965706099327,0.00834101544419092,2.11920166676603e-05,0.000975432857910291,0.00047153073259183,0.0178129119099665,0.000809800436105262,0.0525484984546292,0.0159487474939258,0.000210445990410483,2.38839291508682e-05,1.55226035961299e-05,2.42377763425711e-05,0.000577749729714564,0.00103866300887301,0.000592424437900986,0.021696556910609,6.03342823595919e-05,6.09142091748498e-05,3.71975433986959e-06,0.00032472322415261,7.64419163821191e-05,4.86873572276898e-05,0.000290175643517141,0.0345956917511965
"5",0.000147701531512667,0.0036015180943072,0.0234806694367473,8.03732064698273e-05,6.58900249879072e-07,0.000182275851317764,0.000324748704866464,0.000117091654462879,0.000200041108698499,0.000576611535356798,0.00143346947385408,9.96496703709e-10,0.000347211250337303,0.00165510435870147,2.49481068578076e-05,5.2492867965633e-06,0.0223555521454278,8.0140039968528e-05,0.000122299289193309,0.0120095690927523,2.35079249133238e-05,0.00135480549669406,2.29243018335689e-07,0.00399246393158854,0.00323254101910144,0.10009586754741,0.00307175056438558,6.130667079565e-06,1.37825473298944e-06,0.000154333213624317,0.0011915178838913,3.43945699154295e-05,2.8819275884033e-05,4.23497908413753e-05,0.00532794302331121,1.77315581135275e-05,9.30465838259955e-05,1.79023550257334e-07,0.000121483104775626,0.00985456644904019,5.71818425124e-08,0.00379221052539228,9.0741498203443e-07,0.000411711255008293,0.000951635105334221,0.0537170027143176,0.00410251464085533,7.21656942296182e-05,1.81819176335134e-08,0.0319225431730419,7.22599886041291e-10,3.66183839075958e-06,0.000298821071902916,0.571047165696487,0.00859456258501493,3.41469492888644e-05,0.000414969300676987,2.40632891352058e-05,1.37882332582451e-05,0.0141848068496772,4.66219286196409e-05,0.000102008080255419,0.00012182430148553,4.31001940185088e-05,0.0207921642679614,3.64767397895382e-07,2.34720495429086e-05,0.00904258325430555,0.00805815155726914,0.000735099303814368,1.92688549291234e-09,0.00111441925217421,0.000197641886692405,0.00103846527031633,0.000290191854153409,0.000697771168266326,0.0036887302999073,6.6661014136001e-08,0.00155738907929003,0.000103641975049206,0.0262562829423469,2.87933515411949e-05,0.000923183921118488,0.0110800914914097,0.000275479948582715,6.19014846911488e-06,1.67752823297182e-06,5.83442167570024e-06,1.30879817989276e-06,0.00156871276293255,0.000129213002488271,0.0109838534347068,3.09609909375991e-07,0.000262703140406304,9.892972502981e-06,0.000338432815263948,5.46654755859124e-07,0.000646964333551341,0.000192847651022984,0.0146569463790577
"6",0.000486959583505594,0.013423540681606,0.0303496452586778,2.25643540491338e-05,8.20807984823597e-06,0.000111331826116765,2.98391582845121e-05,1.12926588981847e-05,9.92122533730341e-06,0.000419958858301332,0.000867273135163972,5.84869509837178e-08,0.000562320417533379,0.0132051698610725,7.17636613659767e-05,1.22049457866154e-05,0.00817820562521893,5.58661893441075e-05,6.80998944027909e-05,2.85677399410803e-05,0.00321138128035967,0.000423511304142806,7.81399981730985e-08,0.000256118935934787,0.0228830774701017,5.8002210402847e-06,0.0108961662743788,0.00608556519691346,1.62424063928705e-05,0.00294680582615293,8.20365825786047e-05,1.73684052544996e-05,3.97157895749921e-05,3.51226672212168e-05,0.0194521905082544,5.30433679910935e-05,8.44594790404814e-06,7.23201160166508e-05,0.0120091232673637,0.0133122811064082,6.12966015029082e-06,0.0523176265202473,1.63754151878104e-10,0.656649732164965,2.23532893789543e-05,1.71645656997067e-05,0.0108199588095411,0.00315821017332684,0.00828295688848377,0.0356095510832103,1.56628681583455e-06,8.78861640852745e-07,5.84937136936134e-05,1.15262369813485e-05,0.0144185132565844,0.000874252451949119,0.00143988175084861,1.94705649849877e-06,0.000208235389712929,0.000113719671377438,4.38878210584137e-05,0.000462196901626843,6.81062918713845e-05,8.3140554868554e-06,0.00185969741823699,5.19211097139251e-07,8.94564062025264e-05,0.000101725306780423,0.0101485740553057,1.04815023958407e-08,2.62679581821267e-11,0.000141726214545184,0.00379164300131075,3.69040718108294e-06,0.000194431236520824,9.25052765493143e-05,0.0028548217791084,2.74092793892968e-05,2.40272013399628e-05,1.27329127286696e-05,0.000445205671520713,1.16600018251706e-06,0.000916412791908968,0.0198659315748583,6.71618888313117e-07,1.29732748422955e-06,3.42949483317153e-05,5.25484193488759e-07,0.000219646210468029,0.000504117594682936,1.43727324558473e-05,0.0055666777693504,2.43952366255205e-07,0.000211701869125955,7.83143844830173e-05,0.00805311888197779,1.84611568041043e-05,0.000125867807288952,0.000232319778474569,4.22927107955293e-05
"7",0.000380737901804758,0.00229273666028177,0.0148018054309679,0.00182105546943085,1.43354959784342e-06,5.71836221612493e-05,0.00836769488247407,0.000288611354767597,2.40234869611357e-05,2.18604812373897e-05,0.0123828358510249,5.99400466545807e-08,0.000179435433711603,0.00418240270930171,1.73733629032353e-07,4.78299806582531e-05,0.0176233836956284,1.70407568984158e-05,2.32864041306404e-05,0.00108579571924276,0.000153080208343573,0.000509479087115551,6.39742227711331e-06,0.0111017783810253,0.0013296962385516,0.0319413614400732,0.00661893272462091,9.82751002314896e-07,3.22427278303947e-07,3.86580025710558e-05,0.000316039261523641,3.55246443544492e-06,0.000242938514879573,3.98381095555389e-05,0.00561324740041893,2.81351672382477e-05,0.000166777820869043,7.93276621009304e-05,0.000121160518559143,0.01961395237361,2.34473306143475e-06,0.00249172134099605,1.36195474667647e-05,0.000136500906673779,0.000365870887615684,0.0108903578177989,0.00476271364424653,0.000538774100953961,3.10775884894327e-07,0.00267584281779651,2.80464726163513e-08,7.82595915519254e-06,3.12822106230298e-05,0.00130174018045309,0.0210186953548486,4.23267556320043e-05,0.000218556767746831,1.6308764539485e-05,0.000112370755429376,0.0422924828855717,0.000541188062334063,7.62780479322435e-05,1.01232879110613e-05,3.30850688678072e-05,0.00135913657573426,2.14116979209587e-06,3.75817280746638e-06,0.0661146525687588,0.0267083336209107,0.000386662339798498,1.76104291759123e-07,0.000758500948603238,7.41389853114902e-05,0.503499322973984,2.86914510718506e-05,0.000283666792749715,0.00412810564992605,8.17796834932427e-06,0.00437987318577793,2.29508866304861e-05,0.0607301292081648,5.21535540361611e-07,0.00104182795003128,0.0137912641696838,0.000482290991089975,2.77063081312269e-06,2.8495529184945e-05,7.64522109099053e-06,3.1217113460835e-05,0.00171085351462981,0.000480044298796287,0.0182480435976234,8.55555727280673e-07,6.85062430696391e-06,1.79082297293706e-06,7.4386199025511e-05,1.15525710923628e-05,2.82510047105871e-05,4.35771854760057e-05,0.0664139491220631
"8",0.000261342165035068,0.00646895226409513,0.00887370304901514,0.00216454426435334,6.28136469212956e-06,0.00123264709600412,0.0459482063979361,0.00124666799961862,0.000141274659618412,0.000249850510395376,0.000398073191073096,9.16197233054431e-06,0.000563793259184325,0.0127313442405895,2.14408378131959e-06,2.01836342595325e-05,0.0178611866813843,0.000155857770519893,3.50432878018826e-05,0.00443281809790001,0.00484442810125371,0.000261833429002793,0.00023945423659679,0.0335902940937388,0.00958600326898913,6.7264598856213e-05,0.0404120339141098,6.1101801594673e-05,1.86050135084061e-05,5.75913139692848e-05,0.000257345018302932,1.8581680007981e-05,5.25890668108589e-05,0.00518450877927554,0.0168855188740131,0.000181006854559092,0.000592700047554898,0.000349997356595569,0.00236870923724984,0.0255791245846956,2.40989633097292e-05,0.0147840554127572,5.834101870411e-09,0.297666235588533,2.20943158246624e-05,7.04454032353198e-05,0.0232233222857928,0.00438448492801938,2.48144230151605e-05,0.00422496251976528,8.83606866254045e-07,1.78613060422059e-05,0.000139112644933601,1.22727684929202e-07,0.0718759314891196,6.30112597532593e-05,0.00291726578836951,8.32962810523422e-05,0.00679265432637658,0.000267225377907134,0.00155246122048958,8.43069391000689e-05,5.72324146912284e-05,0.000342955339140541,0.0047665179579971,0.000355142312675352,2.53748474317831e-05,5.64594976907264e-05,0.0178485891847273,8.8792850052495e-08,2.29303988187162e-07,0.000992067193151577,0.0017016262389827,0.000175328366120477,4.65348141815686e-05,9.46743690575661e-05,0.00751368814530265,7.4485701597085e-05,6.05280171410824e-06,0.000259894065183407,0.00573471401489307,0.000239761625494172,0.135915061635082,0.0146174966152167,0.000258484546732138,1.56490675292887e-05,2.46450139356044e-05,2.15306344413658e-05,0.000800941121449718,0.0013455883398259,0.00012174074892278,0.0211878025322542,4.68565549290638e-05,2.99998563917402e-05,1.23220110099345e-05,0.00029012882449732,3.27553485467908e-05,5.5358672668066e-05,0.000401024995205868,0.112900776592169
"9",2.72233312189932e-05,0.00223314103798145,0.040676805929121,0.00212434049445076,5.37880124082041e-07,8.35596128478454e-05,0.00601359762509082,0.000568309414852238,0.00231986082403131,5.26990875260176e-07,0.000340610566465824,2.09322056218857e-09,0.000388321161059734,0.00359816610045338,8.8463462533632e-07,0.000104498037945747,0.0155162791726639,3.09004421791641e-05,3.24429735304982e-05,0.0114251037187293,0.0106884431507441,0.000920861333278968,4.85054246121862e-06,0.000240292824369056,0.01052915830437,0.000126913202752205,0.0231033740595842,7.38481946973619e-05,1.10385283976833e-07,1.2295872506865e-06,0.000242041155968021,2.56907128223074e-05,7.0518318181616e-05,0.00221791817565541,0.011503344369522,3.73659273578377e-05,0.00042954022272888,7.12410929179494e-05,0.0539226983631833,0.0434807524562255,4.25382461405041e-06,0.014923619042378,7.78311699195301e-08,0.345219319787758,3.12626377326159e-05,0.0248747027032944,0.00305112575475071,0.00837575265772788,1.60025044944636e-05,0.00371022936537983,1.31887930304637e-07,3.92462524001494e-06,3.3604334133009e-05,7.07068481139857e-09,0.00646801820214014,1.40139649606732e-06,0.00562308212016037,3.21307425988094e-06,1.32118700795532e-05,0.000102945128931343,0.000403614534777885,0.000600197546699977,0.000791678586745692,2.23115719891294e-06,0.196356312332342,7.04562259631268e-06,2.51627023924933e-08,0.000298510970587874,0.0120158099304838,8.27801756261251e-08,2.7193710793854e-08,0.0132117763139976,2.85006074004533e-05,0.000142420733378764,0.000111243160799926,0.000301389806617282,0.021737639672193,9.601886183366e-05,2.32037861327059e-05,0.000204631141257203,0.00583221248581269,3.96608752321075e-05,0.00164328331337473,0.00816572834114832,0.000972808973740379,6.13389790481346e-05,8.37765129472021e-07,2.58204422211785e-08,0.000226898936487211,0.00212929117676351,0.00139205274561332,0.0141310204496055,1.21578683409195e-06,0.00010806194324845,1.53278076423737e-06,0.000977654502708191,1.89202808126384e-06,0.000602419899580915,0.0561675801785462,0.00558093287602911
"10",0.000164546088199292,0.00570380710771755,0.00390782438677253,0.00225520983679872,7.17344347436422e-07,0.000228564951422044,0.522585302898883,0.00113820082121038,0.000197510031928897,1.15518375007993e-06,0.0299109723027981,8.03428668850996e-08,0.00260753143900263,0.00298508523448757,4.82093484765206e-07,5.42059721607797e-05,0.0243462050641165,6.39026706028459e-05,1.12192839718929e-06,0.136782477130209,0.000205241539704419,3.6937949909173e-05,0.00034182247705614,0.00296511468776664,0.00307723178379295,0.000913602381933214,0.00987197123389529,5.53856571059387e-06,2.92453134480299e-06,1.72689171463105e-05,6.23512375850663e-05,3.82737668385273e-05,1.81719560164175e-05,0.000430116591515107,0.00621122176745384,0.000131552201276241,0.00496683628540387,5.90526295538288e-05,0.000126286842239182,0.0298508654922083,4.01411698567634e-06,0.00320928040877405,2.05714114184187e-08,1.91429572260355e-05,1.85541117951799e-05,0.000401892438373099,0.00689802423977645,0.00289257693155463,5.77400417237368e-07,0.00309297226976914,2.69016944927334e-09,6.509466202023e-05,5.12209760280239e-06,3.67972236705203e-06,0.0282557989127571,8.19246741141606e-05,0.00496191817918828,0.000299329682630928,0.00015359320390967,0.00173685469501355,0.0103545968486204,0.000335768631286329,0.000119863376230251,0.000125309304338315,0.00067931126593813,4.49184941456646e-06,2.69808899710473e-07,0.000566692621912734,0.0148846308079548,1.45621838062758e-06,4.28314848945665e-08,0.0223813284004366,0.000368934262401794,0.000954259675235807,2.59520044547638e-05,0.0003507799878199,0.0175882619734147,1.9448560842058e-06,3.83191375517067e-05,0.000730799468262577,0.0210904156183793,4.80647330237463e-06,0.0128925869711073,0.00465615937891006,0.000491799407169023,8.61713615025064e-06,2.44789282121162e-06,3.25660142040442e-05,1.4071303836833e-06,0.000962119077268643,0.000105588882533194,0.0228255310103981,3.64897503005791e-06,9.05399402734154e-06,1.18698467984212e-06,2.31740046639826e-05,7.6705248373171e-05,6.49535377003549e-06,0.00132866465781892,0.0215963528255245
