,Author,Author1,City,No.,Title,Type,Year,Year1,adjust,adjustment,anti-dumping,cheap,china,compete,competition,dumping,economy,export,free trade,free trade agreeement,grow,growthmanufacturingworld,import,labor union,liberalization,liberalizelabor,mexico,nafta,protect,protection,rust belt,subsidy,unemploy,unemployment,wto
0,Rudy Giuliani,Rudy Giuliani,Columbia,1,"Remarks on the Death of Jerry Falwell in Columbia, South Carolina",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Rudy Giuliani,Rudy Giuliani,Orlando,2,"Excerpts of Remarks in Orlando, Florida",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Rudy Giuliani,Rudy Giuliani,Fort Lauderdale,3,"Excerpt of Remarks to Reporters in Fort Lauderdale, Florida",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Rudy Giuliani,Rudy Giuliani,New Castle,4,"Excerpts of Remarks at a Town Hall Meeting in New Castle, New Hampshire",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Rudy Giuliani,Rudy Giuliani,Washington,5,"Excerpts of Remarks to the U.S. Airport and Seaport Association in Washington, D.C.",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Rudy Giuliani,Rudy Giuliani,Bedford,6,"Excerpts of Remarks in Bedford, New Hampshire",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,Rudy Giuliani,Rudy Giuliani,0,7,Excerpts of an Interview with Peter Cook of Bloomberg,interview,2008,2008,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0
7,Rudy Giuliani,Rudy Giuliani,Des Moines,8,"Excerpts of Remarks in Des Moines, Iowa",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Rudy Giuliani,Rudy Giuliani,Savannah,9,"Excerpts of Remarks in Savannah, Georgia",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Rudy Giuliani,Rudy Giuliani,Jacksonville,10,"Excerpts of Remarks in Jacksonville, Florida",remarks,2008,2008,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,Rudy Giuliani,Rudy Giuliani,Council Bluffs,11,"Excerpts of Remarks in Council Bluffs, Iowa",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0
11,Rudy Giuliani,Rudy Giuliani,Waterloo,12,"Excerpts of Remarks in Waterloo, Iowa",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Rudy Giuliani,Rudy Giuliani,0,13,"Excerpts of Remarks in a Town Hall Meeting In Rochester, New Hampshire",remarks,2008,2008,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,Rudy Giuliani,Rudy Giuliani,0,14,Interview with Marc Bernier,interview,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,Rudy Giuliani,Rudy Giuliani,Morgantown,15,"Excerpts of Remarks to Reporters in Morgantown, West Virginia",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Rudy Giuliani,Rudy Giuliani,London,16,"Excerpts of Remarks to Reporters in London, England",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Rudy Giuliani,Rudy Giuliani,Washington,17,"Remarks at the Americans for Prosperity Foundation in Washington, D.C.",remarks,2008,2008,0,0,0,0,0,0,0,0,9,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,3,3,0
17,Rudy Giuliani,Rudy Giuliani,Norfolk,18,"Remarks to the NATO Supreme Allied Command Transformation Seminar in Norfolk, Virginia",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,4,0,0,0,0,0,0
18,Rudy Giuliani,Rudy Giuliani,Washington,19,"Excerpts of Remarks to the Republican Jewish Coalition in Washington, D.C.",remarks,2008,2008,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Rudy Giuliani,Rudy Giuliani,Washington,20,"Remarks at the Family Research Council's Values Voter Summit in Washington, D.C.",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,8,0,0,0,1,1,0
20,Rudy Giuliani,Rudy Giuliani,0,21,Excerpt of an Interview with Jan Mickelson of WHO,interview,2008,2008,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Rudy Giuliani,Rudy Giuliani,Midland,22,"Excerpts of Remarks to Reporters in Midland, Texas",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22,Rudy Giuliani,Rudy Giuliani,0,23,Excerpt of an Interview with Burnie Thompson of WYOO,interview,2008,2008,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Rudy Giuliani,Rudy Giuliani,0,24,Excerpt of an Interview with Glenn Beck of Fox News,interview,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Rudy Giuliani,Rudy Giuliani,0,25,Excerpt of an Interview with Sean Hannity of Fox News,interview,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Rudy Giuliani,Rudy Giuliani,0,26,Excerpt of an Interview on the Mike Gallagher Show,interview,2008,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Rudy Giuliani,Rudy Giuliani,Dubuque,27,"Excerpt of Remarks to Reporters in Dubuque, Iowa",remarks,2008,2008,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
27,Rudy Giuliani,Rudy Giuliani,Charleston,28,"Excerpt from Commencement Address at the Citadel in Charleston, South Carolina",address,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Rudy Giuliani,Rudy Giuliani,Washington,29,"Remarks at The Federalist Society in Washington, DC",remarks,2008,2008,0,0,0,0,0,0,0,0,1,0,0,0,4,0,8,0,0,0,0,0,2,0,0,0,1,1,0
29,Rudy Giuliani,Rudy Giuliani,0,30,"Interview with Tim Russert on NBC News' ""Meet the Press""",interview,2008,2008,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,3,0,0,0,0,0
30,Rudy Giuliani,Rudy Giuliani,San Francisco,31,"Excerpt of Remarks to Reporters in San Francisco, California",remarks,2008,2008,0,0,0,0,0,0,0,0,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,Rudy Giuliani,Rudy Giuliani,Tampa,32,"Remarks in Tampa, Florida",remarks,2008,2008,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
32,Rudy Giuliani,Rudy Giuliani,0,33,"Remarks at the E. Stanley Wright Museum in Wolfeboro, New Hampshire",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0
33,Rudy Giuliani,Rudy Giuliani,0,34,Remarks Following the New Hampshire Primary,remarks,2008,2008,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Rudy Giuliani,Rudy Giuliani,0,35,Interview with Neil Cavuto of Fox News,interview,2008,2008,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35,Rudy Giuliani,Rudy Giuliani,0,36,"Interview with Bob Schieffer on CBS News' ""Face the Nation""",interview,2008,2008,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
36,Rudy Giuliani,Rudy Giuliani,0,37,Remarks Following the Florida Primary,remarks,2008,2008,0,0,0,0,0,3,2,0,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
37,Rudy Giuliani,Rudy Giuliani,Saint Paul,38,Address at the Republican National Convention in Saint Paul,address,2008,2008,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
38,Fred Thompson,Fred Thompson,London,1,Address at the Policy Exchange in London,address,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0
39,Fred Thompson,Fred Thompson,0,2,Address to the Lincoln Club's 45th Annual Dinner,address,2008,2008,2,1,0,0,2,1,0,0,6,0,2,0,3,0,5,0,0,0,0,0,4,2,0,0,0,0,0
40,Fred Thompson,Fred Thompson,0,3,Prepared Remarks to the Veterans of Foreign Wars National Convention,remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41,Fred Thompson,Fred Thompson,0,4,Address to the Midwest Leadership Conference,address,2008,2008,0,0,0,0,0,1,3,0,2,0,1,0,5,0,4,0,0,0,0,0,1,0,0,0,0,0,0
42,Fred Thompson,Fred Thompson,0,5,Remarks Announcing Candidacy for President of the United States,remarks,2008,2008,0,0,0,0,0,0,1,0,2,1,0,0,5,0,5,0,0,0,0,0,2,1,0,0,0,0,0
43,Fred Thompson,Fred Thompson,Des Moines,6,"Remarks in Des Moines, Iowa",remarks,2008,2008,0,0,0,0,0,1,1,0,2,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0
44,Fred Thompson,Fred Thompson,Washington,7,"Remarks to the National Rifle Association's ""Celebration of American Values"" Conference in Washington, DC",remarks,2008,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0
45,Fred Thompson,Fred Thompson,0,8,Excerpts of Remarks to the Conservative Party of New York State Reception,remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Fred Thompson,Fred Thompson,Washington,9,"Excerpts of Remarks to the Republican Jewish Coalition 2008 Presidential Candidate's Forum in Washington, D.C.",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,Fred Thompson,Fred Thompson,0,10,Excerpts of Remarks to the Club for Growth,remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Fred Thompson,Fred Thompson,0,11,Remarks to the Value Voters Summit,remarks,2008,2008,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
49,Fred Thompson,Fred Thompson,0,12,"Interview with Tim Russert on NBC News' ""Meet the Press""",interview,2008,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,1,0,3,2,0,0,0,0,1
50,Fred Thompson,Fred Thompson,0,13,Prepared Remarks at the Citadel,remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,3,0,0,0,0,0,0
51,Fred Thompson,Fred Thompson,Iowa,14,Video Address to the People of Iowa,address,2008,2008,0,0,0,0,0,2,0,0,1,0,0,0,1,0,6,0,0,0,0,0,5,0,0,0,0,0,0
52,Fred Thompson,Fred Thompson,0,15,Remarks Following the Iowa Caucuses,remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,Fred Thompson,Fred Thompson,Saint Paul,16,Address at the Republican National Convention in Saint Paul,address,2008,2008,0,0,0,0,1,1,1,0,2,0,0,0,1,0,3,0,0,0,0,0,2,2,0,0,0,0,0
54,Hillary Clinton,Hillary Clinton,0,1,Video Transcript: Presidential Exploratory Committee Announcement,others,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
55,Hillary Clinton,Hillary Clinton,0,2,"Remarks in a ""Let the Conversation Begin Webcast""",remarks,2008,2008,0,0,0,0,1,0,1,0,3,0,0,0,4,0,7,1,0,0,0,0,3,0,0,0,0,0,0
56,Hillary Clinton,Hillary Clinton,0,3,"Remarks in a ""Let the Conversation Begin Webcast""",remarks,2008,2008,0,0,0,0,2,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,5,1,0,0,0,0,0
57,Hillary Clinton,Hillary Clinton,0,4,"Remarks in a ""Let the Conversation Begin Webcast""",remarks,2008,2008,0,0,0,0,0,1,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,0,0,0
58,Hillary Clinton,Hillary Clinton,0,5,Senate Floor Speech on the War in Iraq,speech,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
59,Hillary Clinton,Hillary Clinton,0,6,Senate Floor Remarks: No Military Action On Iran Without Congressional Authority,remarks,2008,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
60,Hillary Clinton,Hillary Clinton,Selma,7,"Remarks on the 42nd Anniversary of Bloody Sunday in Selma, Alabama",remarks,2008,2008,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0
61,Hillary Clinton,Hillary Clinton,0,8,"Remarks in the ""Equal Pay HillCast""",remarks,2008,2008,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0
62,Hillary Clinton,Hillary Clinton,0,9,"Excerpt from Hillary Clinton's Remarks at the New Hampshire Democratic Party's ""100 Club"" Dinner",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63,Hillary Clinton,Hillary Clinton,Washington,10,"Remarks at the International Association of Fire Fighters Bipartisan 2008 Presidential Forum in Washington, DC",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
64,Hillary Clinton,Hillary Clinton,0,11,Speech on Subprime Lending,speech,2008,2008,0,0,0,0,0,0,0,0,5,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0
65,Hillary Clinton,Hillary Clinton,Manchester,12,"Remarks on Government Reform at St. Anselm College in Manchester, New Hampshire",remarks,2008,2008,0,0,0,0,0,9,0,0,0,0,0,0,1,0,3,0,0,0,0,0,6,4,0,2,0,0,0
66,Hillary Clinton,Hillary Clinton,New Orleans,13,Speech at Dillard University in New Orleans,speech,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0
67,Hillary Clinton,Hillary Clinton,Miami,14,Remarks in Miami on Expanding Pre-K,remarks,2008,2008,0,0,0,0,0,0,0,0,1,0,0,0,4,0,8,0,0,0,0,0,1,0,0,0,1,0,1
68,Hillary Clinton,Hillary Clinton,0,15,Remarks at the George Washington University on Reducing the Cost of Health Care,remarks,2008,2008,1,0,0,0,0,0,2,0,2,0,0,0,1,0,4,0,0,0,0,0,2,1,0,0,0,0,0
69,Hillary Clinton,Hillary Clinton,0,16,Remarks - Modern Progressive Vision: Shared Prosperity,remarks,2008,2008,1,0,0,0,4,6,3,0,18,1,0,0,12,0,6,0,0,0,0,0,2,0,0,1,6,6,0
70,Hillary Clinton,Hillary Clinton,0,17,Hillary Clinton Speech and Q&A on Innovation,speech,2008,2008,0,0,0,0,2,1,2,0,10,1,0,0,2,0,7,0,0,0,0,0,4,2,0,0,1,1,0
71,Hillary Clinton,Hillary Clinton,Washington,18,"Remarks at the Center for a New American Security in Washington, DC",remarks,2008,2008,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,2,0,0,0,0,0
72,Hillary Clinton,Hillary Clinton,Temple,19,"Speech at the Temple for the Performing Arts in Des Moines, Iowa",speech,2008,2008,2,1,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0
73,Hillary Clinton,Hillary Clinton,Portsmouth,20,"Speech in Portsmouth, New Hampshire on the Green Building Fund",speech,2008,2008,0,0,0,1,3,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,1,0,0,0,0,0,0
74,Hillary Clinton,Hillary Clinton,0,21,Remarks to the Urban League,remarks,2008,2008,0,0,0,0,0,1,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
75,Hillary Clinton,Hillary Clinton,0,22,Speech on Housing and the Mortgage Crisis,speech,2008,2008,0,0,0,0,0,0,0,0,11,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0
76,Hillary Clinton,Hillary Clinton,0,23,Remarks on Infrastructure,remarks,2008,2008,1,0,0,1,1,1,0,0,10,0,0,0,5,0,1,0,0,0,0,0,3,0,0,0,0,0,0
77,Hillary Clinton,Hillary Clinton,Iowa,24,"Remarks in Waukee, Iowa on Long-Term Care Insurance",remarks,2008,2008,0,0,0,0,1,2,0,0,0,1,0,0,4,0,4,0,0,0,0,0,9,2,0,0,0,0,0
78,Hillary Clinton,Hillary Clinton,0,25,Speech to the Veterans of Foreign Wars,speech,2008,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
79,Hillary Clinton,Hillary Clinton,0,26,"Speech at the Dartmouth-Hitchcock Medical Center in Lebanon, New Hampshire",speech,2008,2008,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0
80,Hillary Clinton,Hillary Clinton,Charleston,27,"Remarks to the NAACP in Charleston, South Carolina",remarks,2008,2008,0,0,0,0,1,3,0,0,3,0,0,0,2,0,5,0,0,0,1,0,2,1,0,0,0,0,0
81,Hillary Clinton,Hillary Clinton,Des Moines,28,"Remarks in Des Moines, Iowa on American Health Choices Plan",remarks,2008,2008,0,0,0,0,0,5,1,0,3,0,0,0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0
82,Hillary Clinton,Hillary Clinton,Washington,29,"Remarks at the Carnegie Institution for Science in Washington, DC",remarks,2008,2008,0,0,0,0,1,3,2,0,6,2,0,0,0,0,4,0,0,0,0,0,3,1,0,0,0,0,0
83,Hillary Clinton,Hillary Clinton,0,30,Remarks on Economic Blueprint for the 21st Century,remarks,2008,2008,5,4,0,0,7,1,3,0,28,0,2,0,19,0,3,0,0,0,1,4,3,2,0,0,0,0,0
84,Hillary Clinton,Hillary Clinton,Iowa,31,"Remarks in Webster City, Iowa",remarks,2008,2008,0,0,0,0,0,0,0,0,3,0,0,0,2,0,4,0,0,0,0,0,1,1,0,0,0,0,0
85,Hillary Clinton,Hillary Clinton,Plymouth,32,"Speech on College Affordability at Plymouth State University in Plymouth, New Hampshire",speech,2008,2008,0,0,0,0,3,2,0,0,6,1,0,0,3,0,8,0,0,0,1,0,2,0,0,0,0,0,0
86,Hillary Clinton,Hillary Clinton,Manchester,33,"Remarks in Manchester, New Hampshire on Helping Parents Balance Work & Family",remarks,2008,2008,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,1,0
87,Hillary Clinton,Hillary Clinton,Ames,34,Mary Louise Smith Lecture at the Catt Center for Women and Politics at Iowa State University in Ames,others,2008,2008,0,0,0,0,0,1,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
88,Hillary Clinton,Hillary Clinton,0,35,Remarks on Student Activism at Wellesley College,remarks,2008,2008,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0
89,Hillary Clinton,Hillary Clinton,Manchester,36,"Remarks at the Granite State Independent Living Forum in Manchester, New Hampshire",remarks,2008,2008,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
90,Hillary Clinton,Hillary Clinton,0,37,Remarks on Comprehensive Strategy to Address the Climate and Energy Challenge,remarks,2008,2008,0,0,0,2,3,0,0,0,15,2,0,0,3,0,4,0,0,0,0,0,1,0,0,0,0,0,1
91,Hillary Clinton,Hillary Clinton,Des Moines,38,Remarks at the Iowa Jefferson-Jackson Dinner in Des Moines,remarks,2008,2008,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0
92,Hillary Clinton,Hillary Clinton,0,39,Remarks via Satellite to the National Congress of American Indians Annual Convention,remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93,Hillary Clinton,Hillary Clinton,Knoxville,40,"Policy Address in Knoxville, Iowa on America's Economic Challenges",address,2008,2008,1,1,0,0,5,2,0,0,25,0,0,0,6,0,2,0,0,0,0,0,2,1,0,0,3,2,1
94,Hillary Clinton,Hillary Clinton,Sioux City,41,"Remarks at the Autism Event with Sally Pederson in Sioux City, Iowa",remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Hillary Clinton,Hillary Clinton,0,42,Excerpts of Remarks on Health Care,remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
96,Hillary Clinton,Hillary Clinton,Lake Forest,43,"Remarks at the Global Summit on AIDS and the Church at Saddleback Church in Lake Forest, California",remarks,2008,2008,0,0,0,0,0,0,0,0,3,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0
97,Hillary Clinton,Hillary Clinton,Iowa,44,"Excerpt of Remarks in Clear Lake, Iowa",remarks,2008,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
98,Hillary Clinton,Hillary Clinton,0,45,Remarks on Wall Street on Housing Crisis,remarks,2008,2008,1,0,0,0,0,0,0,0,19,0,0,0,5,0,2,0,0,0,0,0,2,1,0,0,0,0,0
99,Hillary Clinton,Hillary Clinton,Council Bluffs,46,"Remarks at the Every County Counts Kickoff in Council Bluffs, Iowa",remarks,2008,2008,0,0,0,0,1,1,0,0,3,0,0,0,3,0,7,0,0,0,1,0,3,0,0,0,0,0,0
100,Hillary Clinton,Hillary Clinton,Johnston,47,"Remarks at the The Hillary I Know Event in Johnston, Iowa",remarks,2008,2008,0,0,0,0,0,1,0,0,2,0,0,0,1,0,5,0,0,0,0,0,2,0,0,0,0,0,0
101,Hillary Clinton,Hillary Clinton,0,48,Remarks Following the Iowa Caucuses,remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
102,Hillary Clinton,Hillary Clinton,Milford,49,Remarks at the New Hampshire Democratic Party 100 Club Dinner in Milford,remarks,2008,2008,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0
103,Hillary Clinton,Hillary Clinton,0,50,Remarks Following the New Hampshire Primary,remarks,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104,Hillary Clinton,Hillary Clinton,0,51,Remarks on an Economic Stimulus Plan,remarks,2008,2008,1,0,0,0,0,0,0,0,11,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0
105,Hillary Clinton,Hillary Clinton,0,52,"Interview with Tim Russert on NBC News' ""Meet the Press""",interview,2008,2008,0,0,0,3,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
106,Hillary Clinton,Hillary Clinton,New York City,53,"Remarks at SEIU 32BJ Event Honoring the Legacy of Martin Luther King, Jr. in New York City",remarks,2008,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
107,Hillary Clinton,Hillary Clinton,0,54,Remarks Following the Nevada Caucuses,remarks,2008,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Hillary Clinton,Hillary Clinton,0,55,Remarks to Reporters on the Global Economic Crisis,remarks,2008,2008,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,Hillary Clinton,Hillary Clinton,0,56,Remarks on Solutions for the American Economy,remarks,2008,2008,2,0,0,0,5,0,0,0,30,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,4,4,0
110,Hillary Clinton,Hillary Clinton,0,57,Remarks Following the South Carolina Primary,remarks,2008,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,Hillary Clinton,Hillary Clinton,0,58,"Interview with Bob Schieffer on CBS News' ""Face the Nation""",interview,2008,2008,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0
112,Hillary Clinton,Hillary Clinton,Union,59,"Remarks Before the State of the Union in Hartford, Connecticut",remarks,2008,2008,0,0,0,0,1,2,2,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
113,Hillary Clinton,Hillary Clinton,0,60,Remarks Following the Florida Primary,remarks,2008,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
114,Hillary Clinton,Hillary Clinton,Atlanta,61,Remarks at Baptist Convention in Atlanta,remarks,2008,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Hillary Clinton,Hillary Clinton,0,62,"Interview with George Stephanopoulos on ABC News' ""This Week""",interview,2008,2008,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
116,Hillary Clinton,Hillary Clinton,0,63,"Remarks Following the ""Super Tuesday"" Primaries and Caucuses",remarks,2008,2008,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117,Hillary Clinton,Hillary Clinton,0,64,Remarks at the Virginia Jefferson-Jackson Dinner,remarks,2008,2008,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Hillary Clinton,Hillary Clinton,Maryland,65,"Remarks Following the Maryland, Virginia, and District of Columbia Primaries",remarks,2008,2008,0,0,0,0,0,0,0,0,4,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
119,Hillary Clinton,Hillary Clinton,Warren,66,"Remarks at a Town Hall with General Motors Employees in Warren, Ohio",remarks,2008,2008,1,1,0,0,5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
